year,month,origin_city,dest_city,pax_to,pax_from,total_pax
2023,2,Mumbai,Lucknow,45808,41980,87788
2023,3,Mumbai,Lucknow,40843,40854,81697
2023,4,Mumbai,Lucknow,37194,30854,68048
2023,5,Mumbai,Lucknow,32235,30602,62837
2023,6,Mumbai,Lucknow,34967,36878,71845
2023,7,Mumbai,Lucknow,39012,41074,80086
2023,8,Mumbai,Lucknow,45068,44178,89246
2023,9,Mumbai,Lucknow,42875,40039,82914
2023,10,Mumbai,Lucknow,47394,36750,84144
2025,12,Mumbai,Lucknow,945,1242,2187
2015,4,Mumbai,Madurai,1317,1368,2685
2015,5,Mumbai,Madurai,1409,1368,2777
2015,6,Mumbai,Madurai,1306,1220,2526
2015,7,Mumbai,Madurai,1491,1307,2798
2015,8,Mumbai,Madurai,1637,1628,3265
2015,9,Mumbai,Madurai,1384,1595,2979
2015,10,Mumbai,Madurai,3600,2037,5637
2015,11,Mumbai,Madurai,2234,2058,4292
2015,12,Mumbai,Madurai,2910,2237,5147
2016,1,Mumbai,Madurai,2786,2326,5112
2016,2,Mumbai,Madurai,2373,1983,4356
2016,3,Mumbai,Madurai,2633,2360,4993
2016,4,Mumbai,Madurai,2538,2208,4746
2016,5,Mumbai,Madurai,3306,2865,6171
2016,6,Mumbai,Madurai,2593,2366,4959
2016,7,Mumbai,Madurai,2854,2342,5196
2016,8,Mumbai,Madurai,2970,2610,5580
2016,9,Mumbai,Madurai,2548,2419,4967
2016,10,Mumbai,Madurai,2799,2575,5374
2016,11,Mumbai,Madurai,2808,3106,5914
2016,12,Mumbai,Madurai,2702,2339,5041
2017,1,Mumbai,Madurai,2614,2434,5048
2017,2,Mumbai,Madurai,2223,2024,4247
2017,3,Mumbai,Madurai,2571,2496,5067
2017,4,Mumbai,Madurai,4892,4424,9316
2017,5,Mumbai,Madurai,6360,5542,11902
2017,6,Mumbai,Madurai,5427,5556,10983
2017,7,Mumbai,Madurai,5309,5335,10644
2017,8,Mumbai,Madurai,5577,5440,11017
2017,9,Mumbai,Madurai,4872,5241,10113
2017,10,Mumbai,Madurai,5025,4767,9792
2017,11,Mumbai,Madurai,5110,5054,10164
2017,12,Mumbai,Madurai,6586,5868,12454
2018,1,Mumbai,Madurai,6446,6301,12747
2018,2,Mumbai,Madurai,5547,5609,11156
2018,3,Mumbai,Madurai,6420,5961,12381
2018,4,Mumbai,Madurai,6803,6914,13717
2018,5,Mumbai,Madurai,8553,7318,15871
2018,6,Mumbai,Madurai,6257,6990,13247
2018,7,Mumbai,Madurai,6437,6161,12598
2018,8,Mumbai,Madurai,8032,7723,15755
2018,9,Mumbai,Madurai,5756,6052,11808
2018,10,Mumbai,Madurai,5959,5924,11883
2018,11,Mumbai,Madurai,6231,6210,12441
2018,12,Mumbai,Madurai,6752,6285,13037
2019,1,Mumbai,Madurai,5709,5588,11297
2019,2,Mumbai,Madurai,3043,2879,5922
2019,3,Mumbai,Madurai,2335,2205,4540
2019,4,Mumbai,Madurai,2396,2172,4568
2023,1,Mumbai,Madurai,12647,12114,24761
2023,2,Mumbai,Madurai,11260,11737,22997
2023,3,Mumbai,Madurai,11137,11128,22265
2023,4,Mumbai,Madurai,11169,10610,21779
2023,5,Mumbai,Madurai,8589,8074,16663
2023,6,Mumbai,Madurai,8175,7388,15563
2023,7,Mumbai,Madurai,7909,6748,14657
2023,8,Mumbai,Madurai,7788,8178,15966
2023,9,Mumbai,Madurai,7412,7190,14602
2023,10,Mumbai,Madurai,6918,6156,13074
2023,1,Mumbai,Malvan,986,968,1954
2023,6,Mumbai,Malvan,611,739,1350
2023,7,Mumbai,Malvan,212,239,451
2023,8,Mumbai,Malvan,510,401,911
2023,9,Mumbai,Malvan,811,513,1324
2023,10,Mumbai,Malvan,672,756,1428
2015,4,Mumbai,Mangalore,23143,21606,44749
2015,5,Mumbai,Mangalore,22567,22605,45172
2015,6,Mumbai,Mangalore,19221,19830,39051
2015,7,Mumbai,Mangalore,23412,18641,42053
2015,8,Mumbai,Mangalore,20856,21711,42567
2015,9,Mumbai,Mangalore,20827,22700,43527
2015,10,Mumbai,Mangalore,21863,21649,43512
2015,11,Mumbai,Mangalore,20575,19438,40013
2015,12,Mumbai,Mangalore,22285,20216,42501
2016,1,Mumbai,Mangalore,21719,21343,43062
2016,2,Mumbai,Mangalore,19816,19263,39079
2016,3,Mumbai,Mangalore,21553,21156,42709
2016,4,Mumbai,Mangalore,25572,23655,49227
2016,5,Mumbai,Mangalore,25815,25505,51320
2016,6,Mumbai,Mangalore,24236,22087,46323
2016,7,Mumbai,Mangalore,27664,24238,51902
2016,8,Mumbai,Mangalore,24758,24561,49319
2016,9,Mumbai,Mangalore,22713,23370,46083
2016,10,Mumbai,Mangalore,24119,22052,46171
2016,11,Mumbai,Mangalore,20293,22012,42305
2016,12,Mumbai,Mangalore,26494,25390,51884
2017,1,Mumbai,Mangalore,26148,26368,52516
2017,2,Mumbai,Mangalore,21874,22344,44218
2017,3,Mumbai,Mangalore,22460,22308,44768
2017,4,Mumbai,Mangalore,26590,25428,52018
2017,5,Mumbai,Mangalore,33116,33122,66238
2017,6,Mumbai,Mangalore,27076,26933,54009
2017,7,Mumbai,Mangalore,29947,26725,56672
2017,8,Mumbai,Mangalore,28449,29052,57501
2017,9,Mumbai,Mangalore,22980,29494,52474
2017,10,Mumbai,Mangalore,32896,32032,64928
2017,11,Mumbai,Mangalore,35317,34742,70059
2017,12,Mumbai,Mangalore,37553,36098,73651
2018,1,Mumbai,Mangalore,35574,35371,70945
2018,2,Mumbai,Mangalore,31017,30969,61986
2018,3,Mumbai,Mangalore,33909,32537,66446
2018,4,Mumbai,Mangalore,31710,30896,62606
2018,5,Mumbai,Mangalore,32666,32718,65384
2018,6,Mumbai,Mangalore,28554,28572,57126
2018,7,Mumbai,Mangalore,25075,23911,48986
2018,8,Mumbai,Mangalore,24815,24431,49246
2018,9,Mumbai,Mangalore,21076,22912,43988
2018,10,Mumbai,Mangalore,24788,25806,50594
2018,11,Mumbai,Mangalore,25041,24197,49238
2018,12,Mumbai,Mangalore,27816,26627,54443
2019,1,Mumbai,Mangalore,26438,27560,53998
2019,2,Mumbai,Mangalore,20154,19937,40091
2019,3,Mumbai,Mangalore,16323,16374,32697
2019,4,Mumbai,Mangalore,15609,15438,31047
2023,1,Mumbai,Mangalore,20825,21073,41898
2023,2,Mumbai,Mangalore,17390,17706,35096
2023,3,Mumbai,Mangalore,18226,18444,36670
2023,4,Mumbai,Mangalore,16515,16505,33020
2023,5,Mumbai,Mangalore,18545,17949,36494
2023,6,Mumbai,Mangalore,24307,22017,46324
2023,7,Mumbai,Mangalore,27279,23467,50746
2023,8,Mumbai,Mangalore,25769,28200,53969
2023,9,Mumbai,Mangalore,24025,26434,50459
2023,10,Mumbai,Mangalore,23004,25627,48631
2025,12,Mumbai,Mangalore,1082,1140,2222
2015,4,Mumbai,Nagpur,27508,27491,54999
2015,5,Mumbai,Nagpur,27213,29164,56377
2015,6,Mumbai,Nagpur,26135,27465,53600
2015,7,Mumbai,Nagpur,25985,26730,52715
2015,8,Mumbai,Nagpur,25883,27398,53281
2015,9,Mumbai,Nagpur,24704,26441,51145
2015,10,Mumbai,Nagpur,23069,22576,45645
2015,11,Mumbai,Nagpur,28608,28169,56777
2015,12,Mumbai,Nagpur,31441,32064,63505
2016,1,Mumbai,Nagpur,29901,31848,61749
2016,2,Mumbai,Nagpur,27221,28886,56107
2016,3,Mumbai,Nagpur,28337,29553,57890
2016,4,Mumbai,Nagpur,28456,28515,56971
2016,5,Mumbai,Nagpur,29422,31253,60675
2016,6,Mumbai,Nagpur,28113,28551,56664
2016,7,Mumbai,Nagpur,28585,29187,57772
2016,8,Mumbai,Nagpur,28487,29422,57909
2016,9,Mumbai,Nagpur,26874,28464,55338
2016,10,Mumbai,Nagpur,28410,26242,54652
2016,11,Mumbai,Nagpur,29760,33588,63348
2016,12,Mumbai,Nagpur,35598,36494,72092
2017,1,Mumbai,Nagpur,33459,35866,69325
2017,2,Mumbai,Nagpur,28356,30329,58685
2017,3,Mumbai,Nagpur,30671,32183,62854
2017,4,Mumbai,Nagpur,29859,30156,60015
2017,5,Mumbai,Nagpur,32276,33010,65286
2017,6,Mumbai,Nagpur,31145,31197,62342
2017,7,Mumbai,Nagpur,29425,30585,60010
2017,8,Mumbai,Nagpur,29901,29879,59780
2017,9,Mumbai,Nagpur,27475,28411,55886
2017,10,Mumbai,Nagpur,28364,29054,57418
2017,11,Mumbai,Nagpur,30230,31038,61268
2017,12,Mumbai,Nagpur,36127,40817,76944
2018,1,Mumbai,Nagpur,36296,39764,76060
2018,2,Mumbai,Nagpur,31336,32847,64183
2018,3,Mumbai,Nagpur,31264,31358,62622
2018,4,Mumbai,Nagpur,31363,30773,62136
2018,5,Mumbai,Nagpur,31883,33070,64953
2018,6,Mumbai,Nagpur,30604,30677,61281
2018,7,Mumbai,Nagpur,31512,32328,63840
2018,8,Mumbai,Nagpur,34427,34083,68510
2018,9,Mumbai,Nagpur,33459,34018,67477
2018,10,Mumbai,Nagpur,33018,31456,64474
2018,11,Mumbai,Nagpur,32490,32048,64538
2018,12,Mumbai,Nagpur,36351,35957,72308
2019,1,Mumbai,Nagpur,35315,36556,71871
2019,2,Mumbai,Nagpur,29616,31545,61161
2019,3,Mumbai,Nagpur,24628,25901,50529
2019,4,Mumbai,Nagpur,25809,24368,50177
2019,5,Mumbai,Nagpur,37832,37201,75033
2019,6,Mumbai,Nagpur,38646,39488,78134
2019,7,Mumbai,Nagpur,35128,34188,69316
2019,8,Mumbai,Nagpur,36661,35357,72018
2019,9,Mumbai,Nagpur,34434,34262,68696
2019,10,Mumbai,Nagpur,36982,31035,68017
2019,11,Mumbai,Nagpur,36967,38388,75355
2019,12,Mumbai,Nagpur,39298,39684,78982
2020,1,Mumbai,Nagpur,38481,38555,77036
2020,2,Mumbai,Nagpur,36872,36724,73596
2020,3,Mumbai,Nagpur,22362,18587,40949
2020,5,Mumbai,Nagpur,1141,293,1434
2020,6,Mumbai,Nagpur,3993,3194,7187
2020,7,Mumbai,Nagpur,6322,4226,10548
2020,8,Mumbai,Nagpur,8345,7898,16243
2020,9,Mumbai,Nagpur,10452,13436,23888
2020,10,Mumbai,Nagpur,16180,16461,32641
2020,11,Mumbai,Nagpur,25065,24027,49092
2020,12,Mumbai,Nagpur,33559,23983,57542
2021,1,Mumbai,Nagpur,25265,29233,54498
2021,2,Mumbai,Nagpur,24591,27156,51747
2021,3,Mumbai,Nagpur,16882,18572,35454
2021,4,Mumbai,Nagpur,10693,9378,20071
2021,6,Mumbai,Nagpur,15263,16166,31429
2021,7,Mumbai,Nagpur,20655,20580,41235
2021,8,Mumbai,Nagpur,26307,27340,53647
2021,9,Mumbai,Nagpur,25649,26618,52267
2021,10,Mumbai,Nagpur,33982,30693,64675
2021,11,Mumbai,Nagpur,36746,39512,76258
2021,12,Mumbai,Nagpur,35183,36212,71395
2022,1,Mumbai,Nagpur,19331,21193,40524
2022,2,Mumbai,Nagpur,24232,24853,49085
2022,3,Mumbai,Nagpur,35609,36950,72559
2022,4,Mumbai,Nagpur,29969,32223,62192
2022,5,Mumbai,Nagpur,30726,35137,65863
2022,6,Mumbai,Nagpur,27370,31021,58391
2022,7,Mumbai,Nagpur,24737,26379,51116
2022,8,Mumbai,Nagpur,29337,31259,60596
2022,9,Mumbai,Nagpur,29573,32680,62253
2022,10,Mumbai,Nagpur,30154,27280,57434
2022,11,Mumbai,Nagpur,30970,34296,65266
2022,12,Mumbai,Nagpur,32919,33185,66104
2023,1,Mumbai,Nagpur,34617,35829,70446
2023,2,Mumbai,Nagpur,33542,33899,67441
2023,3,Mumbai,Nagpur,35084,34759,69843
2023,4,Mumbai,Nagpur,35819,35242,71061
2023,5,Mumbai,Nagpur,33432,34612,68044
2023,6,Mumbai,Nagpur,34650,34645,69295
2023,7,Mumbai,Nagpur,31422,32457,63879
2023,8,Mumbai,Nagpur,30764,31738,62502
2023,9,Mumbai,Nagpur,29168,29332,58500
2023,10,Mumbai,Nagpur,27790,26766,54556
2023,11,Mumbai,Nagpur,28795,27279,56074
2023,12,Mumbai,Nagpur,25570,26431,52001
2024,1,Mumbai,Nagpur,27323,27955,55278
2024,2,Mumbai,Nagpur,26352,26272,52624
2024,3,Mumbai,Nagpur,27919,27948,55867
2024,4,Mumbai,Nagpur,25916,25388,51304
2024,6,Mumbai,Nagpur,26494,26434,52928
2024,7,Mumbai,Nagpur,28441,27745,56186
2024,8,Mumbai,Nagpur,27778,28007,55785
2024,9,Mumbai,Nagpur,28341,28566,56907
2024,10,Mumbai,Nagpur,30927,28238,59165
2024,11,Mumbai,Nagpur,29590,30583,60173
2024,12,Mumbai,Nagpur,32035,32670,64705
2025,1,Mumbai,Nagpur,31479,31675,63154
2025,2,Mumbai,Nagpur,29368,29126,58494
2025,3,Mumbai,Nagpur,28859,28440,57299
2025,4,Mumbai,Nagpur,30761,28988,59749
2025,5,Mumbai,Nagpur,32377,30899,63276
2025,6,Mumbai,Nagpur,29716,29452,59168
2025,7,Mumbai,Nagpur,30396,30133,60529
2025,8,Mumbai,Nagpur,31060,31323,62383
2025,9,Mumbai,Nagpur,32451,33306,65757
2025,10,Mumbai,Nagpur,35949,30868,66817
2025,11,Mumbai,Nagpur,34013,33963,67976
2025,12,Mumbai,Nagpur,27671,27318,54989
2025,12,Mumbai,Nagpur,975,1091,2066
2017,11,Mumbai,Nanded,760,801,1561
2017,12,Mumbai,Nanded,1728,1715,3443
2018,1,Mumbai,Nanded,1788,1881,3669
2018,2,Mumbai,Nanded,1739,1723,3462
2018,3,Mumbai,Nanded,1765,1784,3549
2018,4,Mumbai,Nanded,1701,1750,3451
2018,5,Mumbai,Nanded,1928,1980,3908
2018,6,Mumbai,Nanded,1793,1868,3661
2018,7,Mumbai,Nanded,1513,1649,3162
2018,8,Mumbai,Nanded,1788,1854,3642
2018,9,Mumbai,Nanded,1724,1823,3547
2018,10,Mumbai,Nanded,1739,1772,3511
2018,11,Mumbai,Nanded,1783,1813,3596
2018,12,Mumbai,Nanded,1848,1864,3712
2019,1,Mumbai,Nanded,1679,1897,3576
2019,2,Mumbai,Nanded,1032,1112,2144
2019,3,Mumbai,Nanded,1106,1082,2188
2019,4,Mumbai,Nanded,1691,1680,3371
2019,5,Mumbai,Nanded,1847,1839,3686
2019,6,Mumbai,Nanded,1602,1783,3385
2019,7,Mumbai,Nanded,1605,1624,3229
2019,8,Mumbai,Nanded,1616,1658,3274
2019,9,Mumbai,Nanded,1071,1148,2219
2019,10,Mumbai,Nanded,1591,1385,2976
2019,11,Mumbai,Nanded,1665,1887,3552
2019,12,Mumbai,Nanded,1980,1968,3948
2020,1,Mumbai,Nanded,1762,1959,3721
2020,2,Mumbai,Nanded,1785,1868,3653
2020,3,Mumbai,Nanded,1382,1264,2646
2020,6,Mumbai,Nanded,152,155,307
2020,7,Mumbai,Nanded,357,344,701
2020,8,Mumbai,Nanded,417,432,849
2020,9,Mumbai,Nanded,439,514,953
2020,10,Mumbai,Nanded,744,739,1483
2020,11,Mumbai,Nanded,611,569,1180
2020,12,Mumbai,Nanded,739,783,1522
2021,1,Mumbai,Nanded,634,657,1291
2021,2,Mumbai,Nanded,795,776,1571
2021,3,Mumbai,Nanded,507,617,1124
2021,4,Mumbai,Nanded,320,232,552
2021,6,Mumbai,Nanded,412,419,831
2021,7,Mumbai,Nanded,271,275,546
2021,8,Mumbai,Nanded,716,789,1505
2021,9,Mumbai,Nanded,242,248,490
2021,10,Mumbai,Nanded,388,350,738
2021,11,Mumbai,Nanded,161,164,325
2021,12,Mumbai,Nanded,264,242,506
2022,1,Mumbai,Nanded,234,236,470
2022,2,Mumbai,Nanded,562,403,965
2022,3,Mumbai,Nanded,272,266,538
2025,12,Mumbai,Nanded,190,210,400
2017,12,Mumbai,Nasik,41,26,67
2018,1,Mumbai,Nasik,190,169,359
2018,2,Mumbai,Nasik,134,129,263
2018,3,Mumbai,Nasik,42,58,100
2018,4,Mumbai,Nasik,62,57,119
2018,5,Mumbai,Nasik,92,98,190
2018,6,Mumbai,Nasik,26,35,61
2018,7,Mumbai,Nasik,13,12,25
2018,8,Mumbai,Nasik,247,233,480
2018,9,Mumbai,Nasik,89,102,191
2020,8,Mumbai,Nasik,1,0,1
2020,12,Mumbai,Nasik,3,0,3
2015,4,Mumbai,Patna,9654,3268,12922
2015,5,Mumbai,Patna,11185,5656,16841
2015,6,Mumbai,Patna,6984,5152,12136
2015,7,Mumbai,Patna,6884,3551,10435
2015,8,Mumbai,Patna,6736,3578,10314
2015,9,Mumbai,Patna,8530,3746,12276
2015,10,Mumbai,Patna,8978,3908,12886
2015,11,Mumbai,Patna,11525,4901,16426
2015,12,Mumbai,Patna,9787,4468,14255
2016,1,Mumbai,Patna,9900,3012,12912
2016,2,Mumbai,Patna,9860,3604,13464
2016,3,Mumbai,Patna,10378,4627,15005
2016,4,Mumbai,Patna,12689,6332,19021
2016,5,Mumbai,Patna,10816,7388,18204
2016,6,Mumbai,Patna,9352,6056,15408
2016,7,Mumbai,Patna,9448,4907,14355
2016,8,Mumbai,Patna,7937,4154,12091
2016,9,Mumbai,Patna,8560,2914,11474
2016,10,Mumbai,Patna,10068,2770,12838
2016,11,Mumbai,Patna,9455,3908,13363
2016,12,Mumbai,Patna,11059,3984,15043
2017,1,Mumbai,Patna,11646,3666,15312
2017,2,Mumbai,Patna,10771,4257,15028
2017,3,Mumbai,Patna,11309,4701,16010
2017,4,Mumbai,Patna,12469,3903,16372
2017,5,Mumbai,Patna,12449,5409,17858
2017,6,Mumbai,Patna,11541,5750,17291
2017,7,Mumbai,Patna,14441,7134,21575
2017,8,Mumbai,Patna,15955,7107,23062
2017,9,Mumbai,Patna,16027,6814,22841
2017,10,Mumbai,Patna,21157,10436,31593
2017,11,Mumbai,Patna,19564,12078,31642
2017,12,Mumbai,Patna,12949,3833,16782
2018,1,Mumbai,Patna,13884,3173,17057
2018,2,Mumbai,Patna,18959,8846,27805
2018,3,Mumbai,Patna,19010,11368,30378
2018,4,Mumbai,Patna,18957,10679,29636
2018,5,Mumbai,Patna,19548,16033,35581
2018,6,Mumbai,Patna,17060,14241,31301
2018,7,Mumbai,Patna,15593,13621,29214
2018,8,Mumbai,Patna,16900,12222,29122
2018,9,Mumbai,Patna,16562,12582,29144
2018,10,Mumbai,Patna,19513,12088,31601
2018,11,Mumbai,Patna,19320,16332,35652
2018,12,Mumbai,Patna,19581,15449,35030
2019,1,Mumbai,Patna,20547,14896,35443
2019,2,Mumbai,Patna,17960,11546,29506
2019,3,Mumbai,Patna,17630,10935,28565
2019,4,Mumbai,Patna,19656,14217,33873
2019,5,Mumbai,Patna,27476,22001,49477
2019,6,Mumbai,Patna,29325,27609,56934
2019,7,Mumbai,Patna,23097,24410,47507
2019,8,Mumbai,Patna,27392,21376,48768
2019,9,Mumbai,Patna,21626,16188,37814
2019,10,Mumbai,Patna,32052,18957,51009
2019,11,Mumbai,Patna,33040,29789,62829
2019,12,Mumbai,Patna,27746,24945,52691
2020,1,Mumbai,Patna,28441,20456,48897
2020,2,Mumbai,Patna,27940,20619,48559
2020,3,Mumbai,Patna,24298,15377,39675
2020,5,Mumbai,Patna,2436,619,3055
2020,6,Mumbai,Patna,14608,4731,19339
2020,7,Mumbai,Patna,11546,7283,18829
2020,8,Mumbai,Patna,6727,16118,22845
2020,9,Mumbai,Patna,8359,17663,26022
2020,10,Mumbai,Patna,14122,23132,37254
2020,11,Mumbai,Patna,25306,23878,49184
2020,12,Mumbai,Patna,14834,26272,41106
2021,1,Mumbai,Patna,15192,30255,45447
2021,2,Mumbai,Patna,15874,20586,36460
2021,3,Mumbai,Patna,16446,13868,30314
2021,4,Mumbai,Patna,19523,9627,29150
2021,6,Mumbai,Patna,5961,11206,17167
2021,7,Mumbai,Patna,8911,11211,20122
2021,8,Mumbai,Patna,8974,11169,20143
2021,9,Mumbai,Patna,9346,9589,18935
2021,10,Mumbai,Patna,18267,11993,30260
2021,11,Mumbai,Patna,24986,23280,48266
2021,12,Mumbai,Patna,14982,23378,38360
2022,1,Mumbai,Patna,10953,8705,19658
2022,2,Mumbai,Patna,13805,14001,27806
2022,3,Mumbai,Patna,17374,17056,34430
2022,4,Mumbai,Patna,22040,15905,37945
2022,5,Mumbai,Patna,22932,25088,48020
2022,6,Mumbai,Patna,15580,24350,39930
2022,7,Mumbai,Patna,14541,16616,31157
2022,8,Mumbai,Patna,15625,17932,33557
2022,9,Mumbai,Patna,20654,19048,39702
2022,10,Mumbai,Patna,25211,17516,42727
2022,11,Mumbai,Patna,21068,24062,45130
2022,12,Mumbai,Patna,20511,22516,43027
2023,1,Mumbai,Patna,20876,18420,39296
2023,2,Mumbai,Patna,20946,19107,40053
2023,3,Mumbai,Patna,22595,22069,44664
2023,4,Mumbai,Patna,20136,16763,36899
2023,5,Mumbai,Patna,15720,15375,31095
2023,6,Mumbai,Patna,14351,14543,28894
2023,7,Mumbai,Patna,13750,14332,28082
2023,8,Mumbai,Patna,14314,14336,28650
2023,9,Mumbai,Patna,15447,15893,31340
2023,10,Mumbai,Patna,16409,15225,31634
2023,11,Mumbai,Patna,20251,16590,36841
2023,12,Mumbai,Patna,17163,17206,34369
2024,1,Mumbai,Patna,14576,14047,28623
2024,2,Mumbai,Patna,14667,13703,28370
2024,3,Mumbai,Patna,15797,14340,30137
2024,4,Mumbai,Patna,15186,13780,28966
2024,6,Mumbai,Patna,14853,14751,29604
2024,7,Mumbai,Patna,13734,14454,28188
2024,8,Mumbai,Patna,14131,14660,28791
2024,9,Mumbai,Patna,14582,14113,28695
2024,10,Mumbai,Patna,16827,12254,29081
2024,11,Mumbai,Patna,18440,17173,35613
2024,12,Mumbai,Patna,15465,15625,31090
2025,1,Mumbai,Patna,14984,15007,29991
2025,2,Mumbai,Patna,14584,14113,28697
2025,3,Mumbai,Patna,20776,18659,39435
2025,4,Mumbai,Patna,17518,15918,33436
2025,5,Mumbai,Patna,21377,20339,41716
2025,6,Mumbai,Patna,19234,20928,40162
2025,7,Mumbai,Patna,15570,16221,31791
2025,8,Mumbai,Patna,14803,14376,29179
2025,9,Mumbai,Patna,15053,12798,27851
2025,10,Mumbai,Patna,27542,15355,42897
2025,11,Mumbai,Patna,23423,23127,46550
2025,12,Mumbai,Patna,17713,18394,36107
2015,4,Mumbai,Porbandar,624,591,1215
2015,5,Mumbai,Porbandar,477,611,1088
2015,6,Mumbai,Porbandar,607,441,1048
2015,7,Mumbai,Porbandar,647,535,1182
2015,8,Mumbai,Porbandar,532,589,1121
2015,9,Mumbai,Porbandar,627,623,1250
2015,10,Mumbai,Porbandar,632,710,1342
2015,11,Mumbai,Porbandar,706,710,1416
2015,12,Mumbai,Porbandar,642,803,1445
2016,1,Mumbai,Porbandar,814,939,1753
2016,2,Mumbai,Porbandar,626,789,1415
2016,3,Mumbai,Porbandar,567,750,1317
2017,7,Mumbai,Porbandar,1624,1422,3046
2017,8,Mumbai,Porbandar,2153,2060,4213
2017,9,Mumbai,Porbandar,2050,1936,3986
2017,10,Mumbai,Porbandar,2294,2154,4448
2017,11,Mumbai,Porbandar,2299,2189,4488
2017,12,Mumbai,Porbandar,2389,2320,4709
2018,1,Mumbai,Porbandar,2412,2383,4795
2018,2,Mumbai,Porbandar,2158,2104,4262
2018,3,Mumbai,Porbandar,2294,2271,4565
2018,4,Mumbai,Porbandar,2069,2013,4082
2018,5,Mumbai,Porbandar,2371,2326,4697
2018,6,Mumbai,Porbandar,2223,1963,4186
2018,7,Mumbai,Porbandar,2273,2063,4336
2018,8,Mumbai,Porbandar,2194,2010,4204
2018,9,Mumbai,Porbandar,2237,2020,4257
2018,10,Mumbai,Porbandar,2211,2000,4211
2018,11,Mumbai,Porbandar,2312,2284,4596
2018,12,Mumbai,Porbandar,2392,2370,4762
2019,1,Mumbai,Porbandar,2375,2244,4619
2019,2,Mumbai,Porbandar,1392,1383,2775
2019,3,Mumbai,Porbandar,1411,1373,2784
2019,4,Mumbai,Porbandar,2275,2094,4369
2019,5,Mumbai,Porbandar,2213,2025,4238
2019,6,Mumbai,Porbandar,2060,1739,3799
2019,7,Mumbai,Porbandar,2375,2120,4495
2019,8,Mumbai,Porbandar,2242,1916,4158
2019,9,Mumbai,Porbandar,1933,1721,3654
2019,10,Mumbai,Porbandar,2352,2045,4397
2019,11,Mumbai,Porbandar,2325,2163,4488
2019,12,Mumbai,Porbandar,2295,2156,4451
2020,1,Mumbai,Porbandar,2397,2296,4693
2020,2,Mumbai,Porbandar,2259,2239,4498
2020,3,Mumbai,Porbandar,1558,1328,2886
2020,9,Mumbai,Porbandar,58,28,86
2021,1,Mumbai,Porbandar,351,293,644
2021,2,Mumbai,Porbandar,1092,901,1993
2021,3,Mumbai,Porbandar,65,43,108
2021,4,Mumbai,Porbandar,72,41,113
2022,3,Mumbai,Porbandar,229,201,430
2022,4,Mumbai,Porbandar,1847,1649,3496
2022,5,Mumbai,Porbandar,2124,1842,3966
2022,6,Mumbai,Porbandar,1748,1318,3066
2022,7,Mumbai,Porbandar,1437,1121,2558
2022,8,Mumbai,Porbandar,957,785,1742
2025,3,Mumbai,Porbandar,38,17,55
2025,4,Mumbai,Porbandar,401,351,752
2025,5,Mumbai,Porbandar,374,366,740
2025,6,Mumbai,Porbandar,313,290,603
2025,7,Mumbai,Porbandar,342,301,643
2025,8,Mumbai,Porbandar,295,285,580
2025,9,Mumbai,Porbandar,374,354,728
2025,10,Mumbai,Porbandar,373,338,711
2025,11,Mumbai,Porbandar,510,288,798
2025,12,Mumbai,Porbandar,626,407,1033
2016,10,Mumbai,Port Blair,1884,1270,3154
2016,11,Mumbai,Port Blair,3584,4048,7632
2016,12,Mumbai,Port Blair,4247,3948,8195
2017,1,Mumbai,Port Blair,3704,3873,7577
2017,2,Mumbai,Port Blair,2026,2215,4241
2017,3,Mumbai,Port Blair,1701,1781,3482
2017,10,Mumbai,Port Blair,3331,3285,6616
2017,11,Mumbai,Port Blair,2474,2304,4778
2017,12,Mumbai,Port Blair,4358,3828,8186
2018,1,Mumbai,Port Blair,4476,4564,9040
2018,2,Mumbai,Port Blair,2630,2320,4950
2018,3,Mumbai,Port Blair,384,570,954
2018,10,Mumbai,Port Blair,2842,2927,5769
2018,11,Mumbai,Port Blair,5344,5007,10351
2018,12,Mumbai,Port Blair,5282,5069,10351
2019,1,Mumbai,Port Blair,4446,4431,8877
2019,2,Mumbai,Port Blair,2358,2407,4765
2019,10,Mumbai,Port Blair,3964,3197,7161
2019,11,Mumbai,Port Blair,4242,4099,8341
2019,12,Mumbai,Port Blair,5114,4871,9985
2020,1,Mumbai,Port Blair,4266,3988,8254
2020,2,Mumbai,Port Blair,4287,4715,9002
2020,12,Mumbai,Port Blair,2519,4390,6909
2021,1,Mumbai,Port Blair,939,0,939
2021,2,Mumbai,Port Blair,1165,27,1192
2021,3,Mumbai,Port Blair,1794,234,2028
2021,4,Mumbai,Port Blair,1176,1293,2469
2021,10,Mumbai,Port Blair,13,0,13
2021,11,Mumbai,Port Blair,471,0,471
2021,12,Mumbai,Port Blair,577,0,577
2022,1,Mumbai,Port Blair,287,0,287
2022,2,Mumbai,Port Blair,410,0,410
2022,3,Mumbai,Port Blair,134,0,134
2022,4,Mumbai,Port Blair,74,0,74
2022,5,Mumbai,Port Blair,72,15,87
2022,7,Mumbai,Port Blair,6,0,6
2022,8,Mumbai,Port Blair,25,0,25
2022,9,Mumbai,Port Blair,82,0,82
2022,10,Mumbai,Port Blair,396,375,771
2022,11,Mumbai,Port Blair,3329,3170,6499
2022,12,Mumbai,Port Blair,4811,3957,8768
2023,1,Mumbai,Port Blair,3773,3590,7363
2023,2,Mumbai,Port Blair,3487,2973,6460
